sample_id	input_cram	input_crai
21046	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HVTHVDSXX_4_21046.cram	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HVTHVDSXX_4_21046.cram.crai
21047	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HVTHVDSXX_4_21047.cram	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HVTHVDSXX_4_21047.cram.crai
21119	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HVTHVDSXX_4_21119.cram	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HVTHVDSXX_4_21119.cram.crai
21229	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HVTHVDSXX_4_21229.cram	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HVTHVDSXX_4_21229.cram.crai
21231	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HT7HLDSXX_4_21231.cram	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HT7HLDSXX_4_21231.cram.crai
21232	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HT7HLDSXX_4_21232.cram	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HT7HLDSXX_4_21232.cram.crai
21233	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HVTHVDSXX_4_21233.cram	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HVTHVDSXX_4_21233.cram.crai
21312	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HVTHVDSXX_4_21312.cram	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HVTHVDSXX_4_21312.cram.crai
21410	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HVTHVDSXX_4_21410.cram	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HVTHVDSXX_4_21410.cram.crai
21461	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HVTHVDSXX_4_21461.cram	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HVTHVDSXX_4_21461.cram.crai
21462	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HVTHVDSXX_4_21462.cram	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HVTHVDSXX_4_21462.cram.crai
21474	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HVTHVDSXX_4_21474.cram	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HVTHVDSXX_4_21474.cram.crai
21475	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HT7HLDSXX_4_21475.cram	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HT7HLDSXX_4_21475.cram.crai
21594	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HT7HLDSXX_4_21594.cram	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HT7HLDSXX_4_21594.cram.crai
21596	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HT7HLDSXX_4_21596.cram	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HT7HLDSXX_4_21596.cram.crai
21630	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HT7HLDSXX_4_21630.cram	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HT7HLDSXX_4_21630.cram.crai
21665	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HVTHVDSXX_4_21665.cram	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HVTHVDSXX_4_21665.cram.crai
21926	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HT7HLDSXX_4_21926.cram	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HT7HLDSXX_4_21926.cram.crai
21928	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HVTHVDSXX_4_21928.cram	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HVTHVDSXX_4_21928.cram.crai
22072	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HT7HLDSXX_4_22072.cram	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HT7HLDSXX_4_22072.cram.crai
22149	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HT7HLDSXX_4_22149.cram	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HT7HLDSXX_4_22149.cram.crai
22150	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HT7HLDSXX_4_22150.cram	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HT7HLDSXX_4_22150.cram.crai
22154	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HVTHVDSXX_4_22154.cram	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HVTHVDSXX_4_22154.cram.crai
22238	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HT7HLDSXX_4_22238.cram	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HT7HLDSXX_4_22238.cram.crai
22385	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HVTHVDSXX_4_22385.cram	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HVTHVDSXX_4_22385.cram.crai
22643	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HT7HLDSXX_3_22643.cram	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HT7HLDSXX_3_22643.cram.crai
22712	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HVTHVDSXX_4_22712.cram	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HVTHVDSXX_4_22712.cram.crai
22781	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HVTHVDSXX_4_22781.cram	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HVTHVDSXX_4_22781.cram.crai
22782	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HT7HLDSXX_4_22782.cram	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HT7HLDSXX_4_22782.cram.crai
70201	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HW5KWDSXX_1_70201.cram	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HW5KWDSXX_1_70201.cram.crai
70202	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HW5KWDSXX_1_70202.cram	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HW5KWDSXX_1_70202.cram.crai
76889	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HT7HLDSXX_4_76889.cram	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HT7HLDSXX_4_76889.cram.crai
77109	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HT7HLDSXX_4_77109.cram	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HT7HLDSXX_4_77109.cram.crai
77149	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HT7HLDSXX_4_77149.cram	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HT7HLDSXX_4_77149.cram.crai
77150	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HVTHVDSXX_4_77150.cram	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HVTHVDSXX_4_77150.cram.crai
77154	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HT7HLDSXX_4_77154.cram	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HT7HLDSXX_4_77154.cram.crai
77155	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HT7HLDSXX_4_77155.cram	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HT7HLDSXX_4_77155.cram.crai
77186	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HT7HLDSXX_4_77186.cram	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HT7HLDSXX_4_77186.cram.crai
77189	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HVTHVDSXX_4_77189.cram	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HVTHVDSXX_4_77189.cram.crai
77201	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HT7HLDSXX_4_77201.cram	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HT7HLDSXX_4_77201.cram.crai
77202	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HVTHVDSXX_4_77202.cram	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HVTHVDSXX_4_77202.cram.crai
77203	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HT7HLDSXX_4_77203.cram	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HT7HLDSXX_4_77203.cram.crai
77204	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HT7HLDSXX_4_77204.cram	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HT7HLDSXX_4_77204.cram.crai
77210	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HT7HLDSXX_4_77210.cram	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HT7HLDSXX_4_77210.cram.crai
77252	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HVTHVDSXX_4_77252.cram	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HVTHVDSXX_4_77252.cram.crai
77256	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HT7HLDSXX_4_77256.cram	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HT7HLDSXX_4_77256.cram.crai
77257	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HVTHVDSXX_4_77257.cram	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HVTHVDSXX_4_77257.cram.crai
77258	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HT7HLDSXX_4_77258.cram	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HT7HLDSXX_4_77258.cram.crai
77286	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HT7HLDSXX_4_77286.cram	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HT7HLDSXX_4_77286.cram.crai
77287	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HT7HLDSXX_4_77287.cram	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HT7HLDSXX_4_77287.cram.crai
77291	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HT7HLDSXX_4_77291.cram	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HT7HLDSXX_4_77291.cram.crai
77298	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HT7HLDSXX_4_77298.cram	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HT7HLDSXX_4_77298.cram.crai
77329	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HVTHVDSXX_4_77329.cram	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HVTHVDSXX_4_77329.cram.crai
77375	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HVTHVDSXX_4_77375.cram	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HVTHVDSXX_4_77375.cram.crai
77380	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HT7HLDSXX_4_77380.cram	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HT7HLDSXX_4_77380.cram.crai
77392	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HVTHVDSXX_4_77392.cram	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HVTHVDSXX_4_77392.cram.crai
77411	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HT7HLDSXX_4_77411.cram	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HT7HLDSXX_4_77411.cram.crai
77412	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HT7HLDSXX_4_77412.cram	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HT7HLDSXX_4_77412.cram.crai
77419	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HT7HLDSXX_4_77419.cram	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HT7HLDSXX_4_77419.cram.crai
77421	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HT7HLDSXX_4_77421.cram	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HT7HLDSXX_4_77421.cram.crai
77433	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HVTHVDSXX_4_77433.cram	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HVTHVDSXX_4_77433.cram.crai
77455	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HT7HLDSXX_4_77455.cram	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HT7HLDSXX_4_77455.cram.crai
102647	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HT7HLDSXX_4_102647.cram	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HT7HLDSXX_4_102647.cram.crai
102680	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HT7HLDSXX_4_102680.cram	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HT7HLDSXX_4_102680.cram.crai
102681	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HVTHVDSXX_4_102681.cram	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HVTHVDSXX_4_102681.cram.crai
102725	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HVTHVDSXX_4_102725.cram	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HVTHVDSXX_4_102725.cram.crai
102728	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HVTFWDSXX_2_102728.cram	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HVTFWDSXX_2_102728.cram.crai
102732	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HVTHVDSXX_4_102732.cram	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HVTHVDSXX_4_102732.cram.crai
102737	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HVTFWDSXX_2_102737.cram	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HVTFWDSXX_2_102737.cram.crai
102743	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HVTFWDSXX_2_102743.cram	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HVTFWDSXX_2_102743.cram.crai
102780	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HVTFWDSXX_2_102780.cram	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HVTFWDSXX_2_102780.cram.crai
102783	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HVTFWDSXX_2_102783.cram	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HVTFWDSXX_2_102783.cram.crai
102785	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HVTHVDSXX_4_102785.cram	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HVTHVDSXX_4_102785.cram.crai
102786	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HVTHVDSXX_4_102786.cram	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HVTHVDSXX_4_102786.cram.crai
102849	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HVTFWDSXX_2_102849.cram	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HVTFWDSXX_2_102849.cram.crai
102857	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HVTFWDSXX_2_102857.cram	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HVTFWDSXX_2_102857.cram.crai
102860	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HVTFWDSXX_2_102860.cram	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HVTFWDSXX_2_102860.cram.crai
102861	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HVTFWDSXX_2_102861.cram	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HVTFWDSXX_2_102861.cram.crai
102862	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HVTFWDSXX_2_102862.cram	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HVTFWDSXX_2_102862.cram.crai
102863	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HVTHVDSXX_4_102863.cram	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HVTHVDSXX_4_102863.cram.crai
102866	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HVTFWDSXX_2_102866.cram	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HVTFWDSXX_2_102866.cram.crai
102912	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HVTFWDSXX_2_102912.cram	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HVTFWDSXX_2_102912.cram.crai
102972	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HVTFWDSXX_2_102972.cram	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HVTFWDSXX_2_102972.cram.crai
102977	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HVTFWDSXX_2_102977.cram	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HVTFWDSXX_2_102977.cram.crai
102980	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HVTFWDSXX_2_102980.cram	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HVTFWDSXX_2_102980.cram.crai
118984	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HVTFWDSXX_2_118984.cram	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HVTFWDSXX_2_118984.cram.crai
118992	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HVTFWDSXX_2_118992.cram	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HVTFWDSXX_2_118992.cram.crai
119074	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HVTFWDSXX_2_119074.cram	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HVTFWDSXX_2_119074.cram.crai
119092	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HVTHVDSXX_4_119092.cram	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HVTHVDSXX_4_119092.cram.crai
119106	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HVTFWDSXX_2_119106.cram	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HVTFWDSXX_2_119106.cram.crai
119108	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HVTFWDSXX_2_119108.cram	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HVTFWDSXX_2_119108.cram.crai
119118	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HVTHVDSXX_4_119118.cram	/paella/CRAMPipeline/projects/Glucoma/batch01/crams/HVTHVDSXX_4_119118.cram.crai
